term_id,token,term_frequency,document_frequency
14679,oğlandı,2,1
14680,oğlanlar,2,2
14681,oğlanlarım,2,1
14682,oğlannarı,2,2
14683,oğlansan,2,1
14684,oğludu,2,2
14685,oğluva,2,2
14686,oğluyam,2,2
14687,oğulları,2,1
14688,oğurladı,2,2
14689,oğurlar,2,2
14690,oхudum,2,1
14691,padişahlar,2,2
14692,padişahların,2,1
14693,padişahsan,2,2
14694,padişahım,2,2
14695,padişahımdır,2,1
14696,padişahın,2,2
14697,padoşu,2,2
14698,padsuda,2,2
14699,padşahlıq,2,2
14700,padşahı,2,1
14701,pakə,2,2
14702,palan,2,2
14703,palanı,2,2
14704,palçıx,2,1
14705,papağa,2,2
14706,papağım,2,2
14707,papağın,2,1
14708,parasın,2,2
14709,parasını,2,2
14710,parlayır,2,2
14711,parǝlǝr,2,1
14712,parəsi,2,2
14713,pasibanı,2,2
14714,pasinə,2,1
14715,pasportu,2,1
14716,pası,2,2
14717,paxıl,2,2
14718,paya,2,2
14719,payan,2,2
14720,payanı,2,2
14721,payibəndi,2,2
14722,payibəndəm,2,2
14723,payin,2,2
14724,payini,2,2
14725,payıma,2,1
14726,payızda,2,2
14727,payızın,2,2
14728,paşalar,2,2
14729,paşol,2,2
14730,peyapey,2,2
14731,peydər,2,2
14732,peykanin,2,2
14733,peykanlar,2,2
14734,peykanına,2,2
14735,peykanını,2,2
14736,peykanə,2,2
14737,peykǝr,2,2
14738,peykərim,2,2
14739,peymanım,2,2
14740,peymanǝdir,2,2
14741,peymanəyə,2,2
14742,peyvənd,2,2
14743,peyvəst,2,2
14744,peyğәmbәr,2,1
14745,peşkaş,2,2
14746,piltə,2,2
14747,pirana,2,2
14748,pirimiz,2,2
14749,pislərin,2,1
14750,pisləşən,2,2
14751,piyalasını,2,2
14752,piç,2,2
14753,pişikdən,2,2
14754,pişnamaz,2,2
14755,pişvazə,2,1
14756,pişü,2,2
14757,plovdan,2,1
14758,poladlanıb,2,2
14759,pozub,2,2
14760,pozuldu,2,2
14761,pozulmaz,2,1
14762,pristatel,2,1
14763,puldan,2,2
14764,pulla,2,1
14765,pullarını,2,2
14766,pulumuzu,2,2
14767,pünhandır,2,2
14768,pürab,2,2
14769,pürabi,2,2
14770,pürfən,2,2
14771,pürnur,2,2
14772,pürnuri,2,2
14773,pürnəm,2,2
14774,pürpiçü,2,2
14775,pürçin,2,2
14776,püsteyi,2,1
14777,pǝnah,2,2
14778,pǝrivǝş,2,2
14779,pǝrvanǝdir,2,2
14780,pəhrizi,2,1
14781,pək,2,2
14782,pələngə,2,2
14783,pəncşənbə,2,2
14784,pəncərədən,2,2
14785,pəncəsində,2,2
14786,pəndi,2,2
14787,pərdəmi,2,2
14788,pərdənin,2,1
14789,pərdəsin,2,2
14790,pərdəyə,2,2
14791,pəridi,2,2
14792,pərinin,2,2
14793,pərisən,2,2
14794,pərivəş,2,2
14795,pərizadın,2,1
14796,pərişandır,2,2
14797,pərişanhal,2,2
14798,pərişani,2,2
14799,pərişanü,2,1
14800,pərişanı,2,2
14801,pərva,2,2
14802,pərvaneyi,2,2
14803,pərvanədir,2,2
14804,pərvanəsifət,2,2
14805,pərvanəsiyəm,2,2
14806,pərvanəvəş,2,2
14807,pərvanəyəm,2,2
14808,pərzad,2,2
14809,pərəstarım,2,2
14810,pəsim,2,2
14811,pəsənd,2,2
14812,pəşiman,2,2
14813,pеncər,2,2
14814,pеndiri,2,2
14815,pеndirə,2,2
14816,pеyda,2,2
14817,pеyğəmbərə,2,2
14818,pеşkaşıyam,2,2
14819,pеşə,2,2
14820,qabaqlıdı,2,2
14821,qabiliyyəti,2,2
14822,qabliyyət,2,2
14823,qadasın,2,2
14824,qadağan,2,2
14825,qadına,2,2
14826,qafildir,2,2
14827,qafqazı,2,2
14828,qafqazın,2,2
14829,qafə,2,2
14830,qaidə,2,2
14831,qalacaqsan,2,2
14832,qalanlar,2,2
14833,qalanları,2,2
14834,qalanların,2,2
14835,qalanlarından,2,2
14836,qalanın,2,2
14837,qalaram,2,2
14838,qalaydım,2,2
14839,qalağa,2,2
14840,qaldan,2,2
14841,qaldın,2,2
14842,qaldırdılar,2,2
14843,qallı,2,2
14844,qalmamış,2,2
14845,qalmaqda,2,2
14846,qalmayan,2,2
14847,qalmayıbdır,2,2
14848,qalmısız,2,2
14849,qalmışdılar,2,2
14850,qalmışdır,2,2
14851,qalmışsan,2,2
14852,qalsam,2,2
14853,qalıdı,2,2
14854,qalına,2,2
14855,qalırlar,2,2
14856,qam,2,2
14857,qametin,2,1
14858,qamudan,2,2
14859,qamunun,2,2
14860,qamuya,2,2
14861,qamışlıqda,2,2
14862,qamǝtin,2,2
14863,qamətdə,2,2
14864,qanacaq,2,1
14865,qanacaqda,2,2
14866,qanacaxlı,2,1
14867,qanadları,2,2
14868,qanadların,2,2
14869,qanadlarını,2,2
14870,qandanü,2,2
14871,qandıra,2,2
14872,qaniçən,2,2
14873,qanla,2,2
14874,qanmasa,2,2
14875,qanmayan,2,2
14876,qanmışam,2,2
14877,qannıkənd,2,2
14878,qanqal,2,2
14879,qansan,2,1
14880,qansın,2,2
14881,qanundan,2,2
14882,qanuni,2,2
14883,qanıdır,2,2
14884,qanımdan,2,2
14885,qanıq,2,2
14886,qapdın,2,2
14887,qapılarda,2,1
14888,qapılardan,2,2
14889,qapılı,2,2
14890,qapım,2,2
14891,qapımızdan,2,2
14892,qapındadır,2,2
14893,qapından,2,1
14894,qaqqıldaşa,2,1
14895,qarabağı,2,2
14896,qarabulaq,2,2
14897,qaradır,2,2
14898,qaraldı,2,2
14899,qaralırsan,2,1
14900,qaranqu,2,2
14901,qaranquc,2,1
14902,qaranı,2,2
14903,qarasaqqallı,2,1
14904,qarasaqqalın,2,2
14905,qarasuçu,2,1
14906,qardaşlar,2,2
14907,qardaşlıq,2,1
14908,qardaşlıqlarım,2,2
14909,qardaşını,2,2
14910,qarsa,2,2
14911,qartal,2,2
14912,qarun,2,2
14913,qarğalar,2,2
14914,qarğaya,2,2
14915,qarına,2,2
14916,qarınca,2,2
14917,qarıncaya,2,2
14918,qarındaşa,2,1
14919,qarış,2,2
14920,qarışma,2,2
14921,qarışmışdı,2,2
14922,qarışqatək,2,2
14923,qarışsan,2,2
14924,qarışıb,2,2
14925,qarışır,2,2
14926,qarşudur,2,2
14927,qarşıladı,2,2
14928,qarşısını,2,2
14929,qarəti,2,2
14930,qatan,2,2
14931,qatarlaşıb,2,2
14932,qatdın,2,2
14933,qatmasın,2,2
14934,qatıb,2,2
14935,qatını,2,2
14936,qavrı,2,2
14937,qaxdağan,2,2
14938,qayabaşı,2,1
14939,qaydası,2,2
14940,qaymağ,2,2
14941,qaynadar,2,2
14942,qaynağın,2,2
14943,qaysava,2,2
14944,qaysavadan,2,2
14945,qaytara,2,2
14946,qaytardı,2,2
14947,qaytardılar,2,2
14948,qaytarmazlar,2,2
14949,qaytarır,2,2
14950,qayıda,2,2
14951,qayıdan,2,2
14952,qayıtmaqda,2,2
14953,qayıtmağından,2,2
14954,qazansan,2,1
14955,qazanı,2,1
14956,qazax,2,2
14957,qazdır,2,2
14958,qazilik,2,2
14959,qazı,2,2
14960,qazıb,2,2
14961,qazıların,2,2
14962,qaçandan,2,2
14963,qaçağın,2,1
14964,qaçmışam,2,2
14965,qaçsa,2,2
14966,qaçırdı,2,2
14967,qaçırmışam,2,2
14968,qağam,2,2
14969,qağızmana,2,2
14970,qaşdı,2,2
14971,qaşlar,2,2
14972,qaşlarına,2,2
14973,qaşlarının,2,2
14974,qaşıq,2,2
14975,qdi,2,2
14976,qesydinə,2,2
14977,qeybü,2,2
14978,qeybət,2,2
14979,qeyli,2,2
14980,qeylü,2,2
14981,qeyrilər,2,1
14982,qeyrətin,2,2
14983,qeysi,2,1
14984,qeysin,2,2
14985,qeysər,2,1
14986,qeyzə,2,2
14987,qiblǝsi,2,2
14988,qiblədi,2,2
14989,qiblеyi,2,2
14990,qilmanü,2,2
14991,qina,2,2
14992,qisas,2,2
14993,qisasa,2,2
14994,qismətim,2,2
14995,qismәt,2,2
14996,qisseyi,2,2
14997,qiyam,2,2
14998,qiyamətdən,2,2
14999,qiyaməti,2,2
15000,qiyamətlər,2,2
15001,qiyamətə,2,2
15002,qiyl,2,2
15003,qiymǝtli,2,2
15004,qiymətinə,2,2
15005,qiymətlidir,2,2
15006,qiymətə,2,2
15007,qocadır,2,2
15008,qocalan,2,1
15009,qocaları,2,1
15010,qocalmış,2,2
15011,qocalıb,2,2
15012,qocalıban,2,1
15013,qoftanın,2,2
15014,qohumlar,2,1
15015,qohumların,2,2
15016,qohumlarına,2,1
15017,qola,2,2
15018,qolboyun,2,2
15019,qolların,2,2
15020,qolum,2,2
15021,qolumun,2,2
15022,qoma,2,2
15023,qonaqdır,2,2
15024,qonar,2,2
15025,qonmuş,2,2
15026,qonuqonşu,2,1
15027,qoparan,2,2
15028,qopardı,2,2
15029,qoparma,2,2
15030,qopsa,2,2
15031,qopub,2,2
15032,qorxaq,2,2
15033,qorxardı,2,2
15034,qorxdu,2,2
15035,qorxmarıq,2,2
15036,qorxudan,2,2
15037,qorxulu,2,2
15038,qorxun,2,2
15039,qorxurdu,2,2
15040,qov,2,2
15041,qovdular,2,2
15042,qovrulur,2,2
15043,qovub,2,2
15044,qovuşar,2,1
15045,qovğadı,2,2
15046,qovğaya,2,2
15047,qovğayə,2,2
15048,qoxulu,2,2
15049,qoyaq,2,2
15050,qoyasan,2,2
15051,qoyduğu,2,2
15052,qoymadız,2,1
15053,qoymamış,2,2
15054,qoymanam,2,1
15055,qoymasalar,2,2
15056,qoymayacaq,2,2
15057,qoymazdı,2,2
15058,qoymağıl,2,2
15059,qoymur,2,2
15060,qoymuşdur,2,2
15061,qoynundu,2,2
15062,qoyuban,2,2
15063,qoyubdu,2,2
15064,qoyubdur,2,2
15065,qoyulsun,2,2
15066,qoyursan,2,2
15067,qozqaya,2,1
15068,qoşqar,2,2
15069,qoşuldu,2,2
15070,qoşunu,2,2
15071,qoşunun,2,2
15072,qualm,2,2
15073,qubarlanma,2,2
15074,qubernat,2,2
15075,qucar,2,2
15076,qucağı,2,2
15077,qucağında,2,2
15078,qucdu,2,1
15079,qulac,2,2
15080,qulağa,2,2
15081,qulağım,2,2
15082,qulağıma,2,2
15083,qullar,2,2
15084,qultək,2,2
15085,qulundur,2,2
15086,qum,2,1
15087,qumrunun,2,2
15088,quqqulu,2,2
15089,qurandan,2,2
15090,qurandır,2,2
15091,qurani,2,2
15092,quraq,2,2
15093,qurbanam,2,2
15094,qurbani,2,2
15095,qurbanıdı,2,2
15096,qurdum,2,2
15097,qurma,2,2
15098,qurmağa,2,2
15099,qursun,2,1
15100,qurtarasan,2,2
15101,qurtardığına,2,2
15102,qurtarmışıq,2,2
15103,qurtarır,2,2
15104,qurtarə,2,2
15105,qurtulaq,2,2
15106,qurulan,2,2
15107,qurulanda,2,2
15108,qurumuş,2,2
15109,qurusun,2,2
15110,qurutdu,2,2
15111,quruyanda,2,1
15112,qurşağa,2,2
15113,qutab,2,1
15114,qutlu,2,2
15115,quya,2,2
15116,quyruqsuz,2,2
15117,quyuları,2,2
15118,quşdur,2,2
15119,quşunu,2,2
15120,quşunun,2,2
15121,qönçədə,2,2
15122,qönçəsinə,2,2
15123,qönçətək,2,2
15124,qönçəvəş,2,2
15125,qövlə,2,2
15126,qövm,2,2
15127,qövr,2,2
15128,qövseyn,2,2
15129,qövseynin,2,2
15130,qübarım,2,2
15131,qübbə,2,2
15132,qübur,2,2
15133,qüdrǝt,2,2
15134,qüdrətdir,2,2
15135,qüdrətilə,2,2
15136,qüdsi,2,2
15137,qül,2,1
15138,qürab,2,2
15139,qürb,2,2
15140,qürsünü,2,1
15141,qüssələnmə,2,2
15142,qüssəsi,2,2
15143,qütbü,2,1
15144,qüzeh,2,2
15145,qıfılbənd,2,2
15146,qıfıldır,2,2
15147,qılasan,2,2
15148,qılayım,2,2
15149,qıldıqda,2,2
15150,qılmana,2,2
15151,qılmasa,2,2
15152,qılmasın,2,2
15153,qılmayan,2,2
15154,qılmazdı,2,1
15155,qılmın,2,2
15156,qılmışdı,2,2
15157,qılğac,2,2
15158,qılğıl,2,1
15159,qılı,2,2
15160,qılıncdan,2,2
15161,qılıncla,2,2
15162,qılıncsız,2,2
15163,qılıncıyla,2,1
15164,qılışdı,2,2
15165,qıpqırmızı,2,2
15166,qırajaxlar,2,1
15167,qıran,2,2
15168,qıraqbasanın,2,2
15169,qırarsan,2,2
15170,qırağına,2,2
15171,qırağındakı,2,2
15172,qırağının,2,2
15173,qırxların,2,2
15174,qırxına,2,2
15175,qırğı,2,2
15176,qırğın,2,1
15177,qırılmış,2,2
15178,qırılsın,2,2
15179,qısır,2,2
15180,qıt,2,2
15181,qıvrılır,2,2
15182,qıy,2,2
15183,qıyan,2,2
15184,qıyar,2,2
15185,qıyma,2,2
15186,qıyqacı,2,2
15187,qıyı,2,2
15188,qıza,2,2
15189,qızdara,2,1
15190,qızdardan,2,2
15191,qızdarı,2,1
15192,qızdı,2,2
15193,qızdır,2,1
15194,qızdırmaya,2,1
15195,qızdırıb,2,1
15196,qızmış,2,2
15197,qızılbaşyana,2,2
15198,qızılhacılı,2,2
15199,qızılla,2,2
15200,qızılvənd,2,1
15201,qızılvəngli,2,2
15202,qızındı,2,2
15203,qıç,2,2
15204,qıçımı,2,2
15205,qışa,2,2
15206,qışlağı,2,2
15207,qışı,2,2
15208,qǝdr,2,1
15209,qǝdǝm,2,2
15210,qǝmǝr,2,2
15211,qə,2,2
15212,qəbail,2,1
15213,qəbir,2,2
15214,qəbiristanlıqdakı,2,1
15215,qəbri,2,1
15216,qəbrini,2,2
15217,qəd,2,2
15218,qədd,2,2
15219,qəddar,2,2
15220,qədimdir,2,2
15221,qədirbilməz,2,2
15222,qədirbilən,2,2
15223,qədrimi,2,2
15224,qədü,2,2
15225,qədəmi,2,2
15226,qədəmin,2,2
15227,qədərdən,2,2
15228,qədərinə,2,2
15229,qəflə,2,2
15230,qəflətdir,2,2
15231,qəfləti,2,2
15232,qəfərə,2,2
15233,qəfəsdir,2,2
15234,qəfəsim,2,2
15235,qəhrini,2,1
15236,qəhrinə,2,2
15237,qəhrəmandı,2,2
15238,qəhətdi,2,2
15239,qəhətdik,2,1
15240,qəhətlik,2,2
15241,qəlbimdən,2,2
15242,qəlbinlə,2,2
15243,qəlblər,2,2
15244,qəlp,2,2
15245,qəlyanını,2,2
15246,qələmindən,2,1
15247,qələmlə,2,2
15248,qəmdürür,2,2
15249,qəmləri,2,2
15250,qəmnak,2,2
15251,qəmu,2,2
15252,qəmzəli,2,2
15253,qəmzəni,2,2
15254,qəmzəsilə,2,2
15255,qəmzəyə,2,2
15256,qəndab,2,2
15257,qəni,2,2
15258,qəniminə,2,2
15259,qərara,2,2
15260,qəri,2,1
15261,qəribədir,2,2
15262,qərinə,2,2
15263,qərqeyi,2,2
15264,qəryə,2,1
15265,qərəzlə,2,2
15266,qəsdilə,2,2
15267,qəsdin,2,2
15268,qəsdində,2,2
15269,qəsidə,2,2
15270,qəsidəm,2,1
15271,qəsim,2,2
15272,qəsrə,2,1
15273,qəsəmna,2,2
15274,qəta,2,2
15275,qətli,2,2
15276,qətlim,2,2
15277,qətlü,2,1
15278,qəyur,2,2
15279,qəyy,2,2
15280,qəyyum,2,2
15281,qəzalın,2,1
15282,qəzetə,2,1
15283,qəzəbi,2,2
15284,qəzəblə,2,2
15285,qəzəldən,2,1
15286,qəzəmətdədi,2,2
15287,qəzənfər,2,2
15288,qеyizdi,2,1
15289,qоlların,2,2
15290,qоyma,2,2
15291,raci,2,2
15292,rafe,2,2
15293,rahatca,2,1
15294,rahibə,2,1
15295,rahim,2,2
15296,rahı,2,2
15297,rahətlə,2,2
15298,rahətü,2,2
15299,rana,2,2
15300,randa,2,1
15301,raströv,2,1
15302,raxtım,2,2
15303,razılaşmalı,2,2
15304,razın,2,2
15305,reyestrinə,2,1
15306,reyhani,2,2
15307,reyhanım,2,2
15308,ri,2,2
15309,riba,2,2
15310,rind,2,2
15311,rindan,2,2
15312,rindlər,2,2
15313,risalət,2,2
15314,riyakar,2,2
15315,riyayi,2,2
15316,riyazi,2,2
15317,riyazət,2,2
15318,rizq,2,2
15319,rizvana,2,2
15320,rizvanda,2,2
15321,rizvandı,2,2
15322,rizvani,2,1
15323,rizvanıdır,2,2
15324,rişməz,2,2
15325,riştəsi,2,2
15326,riştəsin,2,2
15327,rmədi,2,2
15328,ru,2,2
15329,rubah,2,2
15330,ruhlar,2,2
15331,ruhuma,2,2
15332,ruhumu,2,1
15333,ruhun,2,2
15334,ruhəfza,2,2
15335,rumun,2,1
15336,rusi,2,2
15337,rusiyyə,2,2
15338,ruz,2,2
15339,ruzgarı,2,2
15340,ruzigarə,2,2
15341,ruzilə,2,2
15342,ruzini,2,1
15343,ruzinin,2,2
15344,ruzisini,2,2
15345,ruziyçün,2,2
15346,ruziyə,2,2
15347,ruzumuzu,2,2
15348,ruzunu,2,2
15349,ruzədən,2,1
15350,rvahamın,2,1
15351,rza,2,2
15352,rö,2,2
15353,rövzənin,2,2
15354,rövşan,2,2
15355,röyada,2,2
15356,rübəndi,2,2
15357,rüfət,2,2
15358,rümuzunu,2,2
15359,rüsul,2,2
15360,rüsvalığ,2,2
15361,rüsvalığın,2,2
15362,rüsvay,2,2
15363,rüsvayə,2,2
15364,rüsxət,2,2
15365,rütbəm,2,1
15366,rütəb,2,2
15367,rüx,2,2
15368,rüxlǝrin,2,2
15369,rüxsara,2,2
15370,rüxsareyi,2,2
15371,rüxsarındır,2,2
15372,rüxü,2,2
15373,rüxündə,2,2
15374,rǝfiq,2,2
15375,rəayətlə,2,2
15376,rəftarə,2,2
15377,rəhgüzari,2,2
15378,rəhgüzarın,2,2
15379,rəhgüzarından,2,2
15380,rəhimlə,2,1
15381,rəhin,2,2
15382,rəhmanidir,2,1
15383,rəhmanı,2,2
15384,rəhmanımız,2,2
15385,rəhmi,2,2
15386,rəhmətinə,2,2
15387,rəht,2,1
15388,rəisi,2,2
15389,rəiyyət,2,2
15390,rəmzlər,2,2
15391,rənayə,2,2
15392,rəngilə,2,2
15393,rəngimi,2,2
15394,rəqsan,2,1
15395,rəqəm,2,2
15396,rəsm,2,2
15397,rəsmini,2,2
15398,rəssam,2,2
15399,rəsulzadəyə,2,1
15400,rəsulüllahdır,2,2
15401,rəsən,2,2
15402,rəvadırmı,2,2
15403,rəvanlı,2,2
15404,rəvanpərvər,2,2
15405,rəvanə,2,2
15406,rəxnə,2,2
15407,rəxt,2,2
15408,rəxş,2,2
15409,rəxşan,2,2
15410,rəxşini,2,2
15411,rəy,2,2
15412,rəyahin,2,2
15413,rəyincə,2,2
15414,rəyəti,2,2
15415,rəzm,2,2
15416,rəzzaq,2,2
15417,rəğbətin,2,2
15418,rəğıbət,2,2
15419,rəşid,2,2
15420,rеyhanım,2,2
15421,sabaha,2,2
15422,sabiq,2,2
15423,sabiqən,2,2
15424,sabitü,2,2
15425,sac,2,2
15426,sad,2,2
15427,sadiqdir,2,2
15428,sadədil,2,2
15429,safü,2,2
15430,sahibinin,2,2
15431,sahilə,2,2
15432,sahir,2,1
15433,sahənin,2,1
15434,sahəti,2,2
15435,sakindir,2,2
15436,salamı,2,2
15437,salanlar,2,2
15438,salarsa,2,2
15439,salax,2,2
15440,saldata,2,2
15441,saldıq,2,2
15442,saldıqda,2,2
15443,saldıran,2,1
15444,saldığın,2,1
15445,saliki,2,2
15446,sallanar,2,2
15447,sallanə,2,1
15448,salmaqla,2,2
15449,salmazsan,2,2
15450,salmısan,2,2
15451,salmısız,2,2
15452,salmışdılar,2,2
15453,salıbdır,2,2
15454,salıf,2,2
15455,salın,2,2
15456,samanla,2,2
15457,samanə,2,2
15458,samiri,2,2
15459,samovarı,2,2
15460,sanamağa,2,2
15461,sancar,2,2
15462,sancıldı,2,2
15463,sandal,2,2
15464,sandılar,2,2
15465,sandığın,2,2
15466,saniyi,2,2
15467,sanıb,2,2
15468,sanırsan,2,2
15469,sap,2,2
15470,sapox,2,1
15471,sapoğu,2,1
15472,sapı,2,2
15473,saqit,2,2
15474,saqqala,2,2
15475,saqqalını,2,2
15476,saralan,2,2
15477,saralmış,2,2
15478,saralıban,2,2
15479,saraya,2,2
15480,saraylar,2,2
15481,sarayına,2,2
15482,sardı,2,2
15483,sarsağı,2,2
15484,sarıdan,2,2
15485,sarımsaq,2,2
15486,sarıyağız,2,2
15487,satanlar,2,2
15488,satannar,2,1
15489,satdı,2,2
15490,satdın,2,2
15491,satirə,2,1
15492,satmağa,2,2
15493,satıb,2,2
15494,satın,2,2
15495,savad,2,1
15496,savah,2,1
15497,savaş,2,2
15498,savaşa,2,2
15499,savaşma,2,2
15500,savaşı,2,2
15501,saxlamazdım,2,2
15502,saxlamışam,2,2
15503,saxlanır,2,2
15504,saxlasan,2,2
15505,saxta,2,2
15506,sayaram,2,2
15507,sayiri,2,2
15508,sayıb,2,1
15509,sayılar,2,2
15510,sayılmaz,2,2
15511,sayеyi,2,2
15512,sazda,2,2
15513,sazdan,2,2
15514,sazlı,2,2
15515,saznan,2,1
15516,sazüvü,2,1
15517,sazımı,2,2
15518,saçındır,2,2
15519,saçını,2,2
15520,sağalar,2,1
15521,sağalası,2,1
15522,sağam,2,2
15523,sağlıqdan,2,2
15524,sağrı,2,2
15525,sağrısına,2,2
15526,sağsalamat,2,2
15527,sağsağan,2,2
15528,sağından,2,2
15529,sağərim,2,2
15530,saətdə,2,2
15531,sehir,2,2
15532,sehirkar,2,2
15533,sellər,2,2
15534,sevdadan,2,2
15535,sevdadən,2,2
15536,sevdasından,2,2
15537,sevdigim,2,2
15538,sevib,2,2
15539,sevin,2,2
15540,sevinci,2,2
15541,sevirsən,2,2
15542,sevirəm,2,2
15543,sevmirəm,2,1
15544,sevəni,2,2
15545,sevənlər,2,2
15546,sevә,2,1
15547,seydinə,2,2
15548,seydə,2,2
15549,seyfü,2,1
15550,seyranı,2,2
15551,seyrdən,2,2
15552,seyrəklənibdir,2,1
15553,seçilməz,2,2
15554,seçmə,2,2
15555,seçər,2,2
15556,sfahan,2,1
15557,si,2,2
15558,sibi,2,2
15559,sibir,2,1
15560,sibirdə,2,1
15561,sidqilǝ,2,2
15562,sifahan,2,2
15563,siftəmi,2,2
15564,sifətdən,2,2
15565,sifətin,2,2
15566,sihhəti,2,2
15567,silkinir,2,2
15568,silkələnib,2,2
15569,simaki,2,1
15570,simayə,2,2
15571,sinanı,2,1
15572,sində,2,2
15573,sinədəftər,2,2
15574,sinəli,2,2
15575,sinələri,2,2
15576,sipas,2,2
15577,sipər,2,2
15578,siratin,2,2
15579,sirdar,2,2
15580,sirdaş,2,2
15581,siri,2,2
15582,sirişkimi,2,2
15583,sirkə,2,2
15584,sirlərin,2,2
15585,sitara,2,2
15586,sitəmin,2,2
15587,sitəmlə,2,2
15588,sivak,2,2
15589,siyahim,2,2
15590,sizdə,2,2
15591,sizindi,2,2
15592,siçanla,2,1
15593,skǝndǝr,2,2
15594,slam,2,2
15595,slama,2,2
15596,smayıla,2,2
15597,smin,2,2
15598,sola,2,2
15599,solanam,2,2
15600,solaxqəydi,2,1
15601,solü,2,2
15602,solğun,2,2
15603,sonrakı,2,2
15604,sonrasını,2,2
15605,sonuncusu,2,1
15606,sora,2,2
15607,soran,2,2
15608,soraqlaşa,2,1
15609,sorarlar,2,2
15610,sordu,2,2
15611,sordular,2,2
15612,sormadım,2,2
15613,sormaz,2,2
15614,sormuşam,2,2
15615,soruş,2,2
15616,soruşan,2,2
15617,soruşarlar,2,2
15618,soruşdun,2,2
15619,soruşmadı,2,2
15620,soruşsa,2,2
15621,soruşsalar,2,2
15622,soruşurdu,2,2
15623,sosial,2,1
15624,sovurdular,2,2
15625,soxulur,2,2
15626,soyaram,2,2
15627,soydular,2,2
15628,soymaqlığa,2,1
15629,soyumazdı,2,2
15630,soyuna,2,2
15631,soyundan,2,2
15632,soz,2,2
15633,soğan,2,2
15634,stəmə,2,2
15635,stəməm,2,2
15636,sualları,2,2
15637,sualıma,2,2
15638,sualına,2,2
15639,sualə,2,2
15640,sudu,2,2
15641,sudə,2,2
15642,sufilər,2,1
15643,suladı,2,1
15644,sulamaqdan,2,2
15645,sulara,2,2
15646,suları,2,2
15647,sulayan,2,1
15648,sultaniyəm,2,2
15649,sultanımızdır,2,2
15650,sultanın,2,2
15651,suludur,2,2
15652,sunar,2,2
15653,sunma,2,2
15654,surax,2,1
15655,surǝtin,2,2
15656,surətim,2,2
15657,surətindən,2,2
15658,surətli,2,2
15659,surеyi,2,2
15660,susadım,2,2
15661,susamışdır,2,2
15662,susanda,2,2
15663,susub,2,2
15664,sutək,2,2
15665,suvar,2,2
15666,suyundan,2,2
15667,suz,2,2
15668,suzanimə,2,2
15669,suzanıma,2,2
15670,suzanə,2,2
15671,syltan,2,2
15672,söhbətdi,2,2
15673,söhbətdə,2,2
15674,söhbətimdən,2,2
15675,söhbətindən,2,2
15676,söhbətlidi,2,2
15677,sök,2,1
15678,söküldü,2,2
15679,sökər,2,2
15680,sönür,2,2
15681,sönən,2,2
15682,sövdayə,2,2
15683,söydü,2,2
15684,söykənib,2,2
15685,söykənirdi,2,2
15686,söylǝrǝm,2,2
15687,söyləməyə,2,2
15688,söylərsən,2,2
15689,söyləsən,2,2
15690,söylətdi,2,2
15691,söyləyib,2,2
15692,söyləyir,2,2
15693,söyləyə,2,2
15694,söyləyər,2,2
15695,söymə,2,2
15696,sözgötürən,2,2
15697,sözlərimdir,2,2
15698,sözlərimə,2,2
15699,sözümdə,2,2
15700,sözümdən,2,2
15701,sözünlə,2,2
15702,sözünǝ,2,2
15703,sözüylə,2,2
15704,sübhana,2,2
15705,sübhandır,2,2
15706,sübhəcən,2,2
15707,süddən,2,2
15708,südün,2,2
15709,süfatı,2,2
15710,süfrəmin,2,2
15711,süfrəndən,2,2
15712,süfrənin,2,2
15713,süfrəsi,2,2
15714,süleymandan,2,2
15715,süleymandır,2,2
15716,süleymanın,2,2
15717,süleymanə,2,2
15718,sülеyman,2,2
15719,sümük,2,2
15720,sümükləri,2,2
15721,sümüklərin,2,1
15722,sümüyünü,2,2
15723,sünbülündə,2,2
15724,sünbülünə,2,2
15725,süni,2,2
15726,sünni,2,2
15727,sünniliyin,2,1
15728,sünnət,2,1
15729,sünnətin,2,2
15730,süpür,2,2
15731,süpər,2,2
15732,sürdük,2,2
15733,sürmeyi,2,2
15734,sürməli,2,2
15735,sürtmüşəm,2,2
15736,sürtünüb,2,2
15737,sürtəm,2,2
15738,süruri,2,2
15739,sürximi,2,2
15740,sürüldü,2,2
15741,sürülər,2,2
15742,sürün,2,2
15743,sürünə,2,1
15744,sürüyə,2,1
15745,sürəsən,2,2
15746,sürət,2,2
15747,sürəyyası,2,2
15748,sütunudur,2,2
15749,süvar,2,2
15750,süvər,2,2
15751,süxəndan,2,2
15752,süzgün,2,2
15753,süzüb,2,2
15754,süzülənə,2,1
15755,süzür,2,2
15756,süzəni,2,2
15757,sına,2,1
15758,sınan,2,2
15759,sınayacam,2,1
15760,sındıraraq,2,2
15761,sındırdın,2,2
15762,sındırmadım,2,1
15763,sıra,2,2
15764,sırğadı,2,2
15765,sığallanıb,2,2
15766,sığınmışam,2,2
15767,sǝbrü,2,2
15768,sǝbǝbdǝn,2,2
15769,sǝfǝr,2,2
15770,sǝninlǝ,2,2
15771,sǝnsǝn,2,2
15772,sǝrbǝsǝr,2,2
15773,sǝrdar,2,2
15774,sǝrgǝrdan,2,2
15775,sǝyyarǝlǝr,2,1
15776,səadətmənd,2,2
15777,səbadan,2,2
15778,səbat,2,2
15779,səbatü,2,2
15780,səbrlə,2,2
15781,səbru,2,2
15782,səbu,2,2
